100004,0
100015,0
100026,0
100030,0
100047,0
100052,1
100056,1
100061,1
100067,1
100068,0
100082,0
100084,1
100097,1
100098,1
100100,0
100122,0
100128,0
100134,0
100138,1
100146,1
100161,0
100167,0
100184,1
100187,1
100189,0
100202,0
100206,1
100212,0
100218,0
100219,1
100226,0
100227,0
100229,0
100243,0
100257,1
100258,1
100265,1
100274,0
100276,0
100287,0
100289,1
100294,1
100307,1
100313,1
100322,1
100326,0
100332,0
100334,0
100339,1
100344,0
100351,0
100359,1
100375,0
100392,1
100401,0
100403,0
100419,1
100426,1
100432,1
100433,1
100444,1
100448,1
100452,0
100456,0
100465,1
100475,0
100479,0
100483,1
100490,0
100492,0
100499,0
100505,1
100509,1
100513,1
100514,1
100519,1
100528,1
100530,0
100536,0
100541,0
100543,1
100544,0
100554,0
100562,0
100563,0
100569,1
100572,0
100574,1
100578,0
100594,0
100595,1
100598,1
100603,1
100604,0
100606,0
100617,0
100634,0
100638,1
100641,1
100649,1
100653,1
100654,0
100655,1
100676,1
100678,0
100692,0
100698,1
100703,0
100708,1
100712,0
100713,1
100716,1
100722,0
100729,0
100733,0
100739,0
100747,1
100751,1
100759,1
100765,1
100767,1
100772,0
100780,1
100783,1
100787,1
100815,0
100817,1
100818,1
100830,1
100840,1
100843,1
100857,1
100859,1
100865,0
100873,0
100886,0
100893,0
100896,0
100913,0
100918,0
100921,0
100928,0
100945,0
100947,0
100952,0
100955,0
100959,0
100960,1
100962,0
100972,1
100980,0
100999,1
101000,1
101002,1
101003,0
101010,0
101012,0
101023,0
101031,0
101039,0
101040,0
101050,0
101054,0
101056,1
101060,1
101068,1
101082,0
101083,1
101093,1
101099,1
101107,0
101111,0
101113,1
101115,1
101119,1
101123,1
101125,0
101129,0
101130,1
101132,0
101135,0
101140,1
101145,1
101153,0
101156,1
101159,0
101162,1
101171,0
101181,0
101197,1
101228,0
101235,0
101238,0
101243,0
101256,0
101263,0
101264,0
101267,1
101298,0
101299,1
101304,0
101310,0
101314,1
101319,1
101320,1
101326,1
101336,0
101338,0
101342,0
101343,1
101348,0
101354,0
101361,1
101368,1
101375,0
101392,1
101394,1
101407,1
101415,0
101423,0
101434,1
101435,1
101436,1
101438,0
101440,1
101467,0
101474,1
101475,1
101479,1
101480,0
101486,1
101502,0
101511,1
101515,0
101527,0
101532,1
101540,1
101552,1
101557,0
101560,0
101562,0
101572,0
101573,1
101589,0
101594,0
101619,1
101630,0
101639,0
101641,0
101642,0
101643,0
101644,1
101645,1
101648,0
101652,1
101656,0
101660,0
101665,1
101668,0
101670,0
101673,1
101678,0
101679,1
101681,0
101683,1
101689,1
101692,0
101701,0
101706,0
101712,0
101719,0
101738,1
101741,0
101742,0
101759,0
101769,1
101770,0
101781,0
101795,1
101802,1
101809,1
101814,0
101820,1
101823,0
101840,1
101841,0
101842,1
101852,0
101859,0
101861,0
101876,1
101878,1
101883,0
101886,0
101893,1
101896,0
101898,0
101918,1
101924,1
101930,0
101937,1
101946,1
101948,1
101967,0
101968,1
101971,1
101972,1
101990,1
102021,0
102023,1
102033,0
102039,0
102046,0
102057,0
102059,0
102084,0
102087,0
102100,0
102113,0
102115,0
102116,1
102130,0
102140,0
102154,1
102155,0
102168,0
102193,0
102194,0
102199,0
102203,0
102210,0
102240,1
102254,0
102261,1
102272,1
102273,0
102274,1
102284,0
102291,0
102298,1
102299,0
102303,1
102308,1
102313,1
102314,0
102319,0
102333,0
102336,1
102343,0
102348,1
102349,0
102350,0
102354,1
102363,1
102367,1
102371,1
102373,0
102377,0
102389,0
102400,1
102406,0
102422,1
102433,1
102444,0
102445,1
102446,0
102457,1
102462,0
102466,1
102480,0
102484,0
102487,0
102494,0
102504,0
102505,0
102513,1
102517,0
102524,1
102525,0
102529,1
102534,1
102535,0
102548,1
102555,0
102559,1
102562,0
102574,1
102586,0
102592,0
102597,0
102609,0
102613,0
102617,1
102626,0
102629,1
102630,0
102635,0
102638,0
102641,1
102646,1
102657,0
102659,1
102674,0
102716,1
102720,1
102737,1
102748,1
102749,1
102758,1
102761,0
102778,0
102788,0
102795,0
102812,0
102820,0
102821,0
102827,0
102829,0
102835,1
102838,0
102841,0
102843,1
102848,0
102850,0
102855,0
102861,0
102891,1
102892,0
102910,1
102923,1
102942,1
102947,0
102953,0
102955,0
102958,1
102959,1
102971,0
102973,0
102974,1
102977,0
102988,1
103001,1
103006,0
103037,0
103038,1
103040,0
103049,1
103053,0
103061,0
103062,1
103076,1
103097,0
103102,0
103108,1
103117,1
103120,0
103121,0
103123,0
103124,0
103131,1
103135,1
103140,0
103145,1
103146,1
103147,0
103150,1
103154,0
103157,0
103164,0
103165,1
103173,0
103189,1
103206,1
103218,1
103223,0
103228,1
103232,1
103245,1
103247,1
103253,0
103270,0
103277,1
103279,0
103280,1
103287,0
103294,0
103299,0
103312,0
103313,0
103318,1
103332,0
103341,0
103344,1
103353,0
103359,0
103364,1
103373,0
103378,0
103403,0
103405,0
103407,1
103408,0
103410,1
103413,1
103429,0
103433,1
103438,0
103451,1
103461,1
103463,1
103467,1
103471,1
103472,1
103476,1
103477,0
103482,1
103485,1
103489,0
103493,0
103504,0
103505,1
103508,0
103510,1
103519,0
103526,1
103528,0
103533,1
103540,1
103549,1
103550,1
103560,1
103565,0
103581,0
103582,1
103588,1
103590,1
103594,0
103597,1
103599,0
103609,0
103621,1
103628,1
103631,0
103634,1
103652,1
103654,0
103672,0
103675,0
103679,0
103686,1
103694,1
103703,1
103731,0
103740,1
103753,1
103757,1
103758,0
103776,1
103779,0
103782,0
103786,0
103789,1
103802,0
103813,1
103817,0
103819,0
103821,0
103847,1
103861,0
103869,0
103873,0
103878,0
103894,0
103901,0
103910,0
103916,1
103919,0
103926,0
103930,0
103932,0
103943,0
103944,1
103947,0
103949,1
103952,0
103953,0
103955,0
103959,0
104001,1
104003,1
104009,1
104014,0
104015,0
104051,0
104054,0
104055,0
104062,1
104100,0
104119,0
104125,0
104134,1
104155,0
104156,1
104168,0
104187,0
104190,0
104193,0
104197,0
104204,0
104215,0
104225,0
104226,1
104229,0
104234,1
104238,1
104241,1
104247,1
104251,0
104254,1
104265,1
104278,0
104281,0
104282,1
104286,0
104300,0
104301,0
104308,0
104309,1
104314,1
104315,0
104316,1
104317,0
104321,0
104327,1
104330,0
104337,1
104353,0
104363,0
104367,1
104371,0
104377,1
104380,0
104398,0
104402,0
104404,1
104415,0
104421,1
104422,0
104431,0
104445,1
104446,0
104449,1
104468,0
104473,0
104480,0
104491,0
104502,0
104503,0
104506,0
104514,1
104526,1
104532,0
104544,0
104546,1
104550,0
104557,1
104566,1
104573,1
104575,0
104578,1
104584,1
104586,1
104591,1
104592,0
104597,1
104605,0
104610,1
104616,0
104620,0
104624,0
104630,1
104631,1
104648,1
104650,0
104670,0
104673,1
104676,0
104679,1
104681,0
104701,1
104717,0
104727,0
104728,0
104730,1
104731,0
104734,0
104735,0
104748,1
104755,1
104756,0
104765,1
104767,0
104770,0
104773,1
104775,0
104786,1
104791,0
104793,0
104814,0
104824,0
104836,1
104848,0
104861,1
104882,1
104886,0
104888,1
104892,0
104898,0
104901,0
104902,0
104910,1
104921,1
104924,0
104927,0
104929,0
104935,0
104942,1
104957,0
104961,0
104965,0
104975,1
104991,0
104995,0
105000,1
105010,0
105014,0
105023,1
105027,0
105031,0
105045,1
105049,0
105058,1
105105,1
105111,1
105116,0
105126,0
105144,1
105166,0
105167,0
105175,1
105177,1
105179,1
105192,0
105193,0
105197,1
105204,0
105212,1
105219,0
105220,0
105226,1
105230,0
105241,1
105270,1
105277,0
105300,1
105309,0
105312,0
105321,0
105331,1
105332,0
105340,0
105341,0
105349,1
105366,1
105399,0
105400,0
105401,1
105402,0
105404,0
105428,0
105434,0
105442,0
105452,1
105456,1
105471,1
105477,1
105483,0
105485,1
105494,0
105505,0
105519,1
105534,1
105538,1
105543,0
105547,0
105550,1
105556,0
105562,1
105568,0
105569,1
105570,1
105585,0
105587,0
105593,1
105609,0
105612,0
105613,0
105617,0
105619,0
105629,0
105630,0
105632,1
105637,1
105642,0
105648,0
105649,1
105656,1
105657,0
105671,0
105690,0
105704,0
105705,1
105706,0
105709,0
105717,0
105729,1
105733,0
105755,0
105763,1
105771,1
105774,1
105775,0
105776,0
105785,0
105796,0
105802,0
105812,1
105816,0
105819,0
105821,1
105826,0
105845,0
105852,1
105858,0
105870,0
105871,1
105884,0
105886,1
105887,1
105901,1
105904,0
105907,0
105910,0
105914,0
105934,0
105940,1
105950,0
105952,0
105955,1
105962,1
105963,1
105981,1
105989,1
105996,0
105998,0
106003,1
106008,1
106018,0
106020,0
106034,0
106037,0
106046,0
106051,0
106058,1
106060,1
106070,0
106089,0
106093,1
106100,0
106102,1
106111,0
106113,1
106118,1
106123,0
106147,1
106148,1
106153,1
106166,0
106175,1
106182,0
106186,0
106188,0
106189,0
106192,0
106214,0
106217,0
106220,1
106222,0
106224,0
106234,0
106237,1
106238,1
106240,0
106247,1
106261,1
106262,0
106266,0
106269,1
106270,1
106284,0
106302,0
106305,1
106307,0
106312,1
106314,1
106318,1
106352,1
106364,1
106390,1
106400,1
106410,1
106421,0
106433,0
106434,0
106439,1
106445,1
106446,0
106457,0
106463,1
106475,1
106476,1
106483,1
106491,1
106494,0
106497,0
106501,1
106503,0
106509,1
106518,1
106523,1
106529,0
106534,0
106548,0
